CustomerID,balance,max_spent,mean_spent,min_spent,n_orders,time_between_orders,total_items,total_items_returned,total_refunded,total_spent
12395,5190.959999999999,963.6999999999997,520.876,0.0,10.0,36.42857142857143,5000.0,-4.0,-17.8,5208.759999999998
12397,3143.7699999999986,3143.7699999999986,3143.7699999999986,3143.7699999999986,1.0,365.0,2159.0,0.0,0.0,3143.7699999999986
12399,1033.65,450.9,258.4125,115.07999999999998,4.0,47.33333333333334,1173.0,0.0,0.0,1033.65
12401,69.3,69.3,69.3,69.3,1.0,365.0,10.0,0.0,0.0,69.3
12402,195.6,195.6,195.6,195.6,1.0,365.0,92.0,0.0,0.0,195.6
12405,1390.3900000000006,1390.3900000000006,1390.3900000000006,1390.3900000000006,1.0,365.0,849.0,0.0,0.0,1390.3900000000006
12407,4142.000000000001,2011.9100000000005,1035.5000000000002,471.42,4.0,42.66666666666666,3800.0,0.0,0.0,4142.000000000001
12408,3913.05,1988.04,657.3383333333334,0.0,6.0,42.0,2067.0,-9.0,-30.98,3944.03
12409,18957.51,18962.46,9481.23,0.0,2.0,365.0,10510.0,-1.0,-4.95,18962.46
12410,521.0799999999998,465.33,177.77666666666664,0.0,3.0,0.0,207.0,-2.0,-12.25,533.3299999999998
12413,1471.0999999999995,1329.0499999999995,493.6833333333332,0.0,3.0,100.0,537.0,-1.0,-9.95,1481.0499999999995
12414,442.41,202.8,147.47,113.76,3.0,46.0,297.0,0.0,0.0,442.41
12418,668.5799999999998,668.5799999999998,668.5799999999998,668.5799999999998,1.0,365.0,407.0,0.0,0.0,668.5799999999998
12421,1521.7600000000002,617.35,507.2533333333334,294.93000000000006,3.0,101.5,1322.0,0.0,0.0,1521.7600000000002
12423,3677.88,866.3,612.9799999999998,388.64,6.0,31.8,2806.0,0.0,0.0,3677.88
12426,510.72999999999985,510.72999999999985,510.72999999999985,510.72999999999985,1.0,365.0,254.0,0.0,0.0,510.72999999999985
12427,802.25,859.2,429.6,0.0,2.0,365.0,266.0,-9.0,-56.95,859.2
12428,18407.030000000006,7577.849999999998,1844.6290000000006,0.0,10.0,27.0,10348.0,-32.0,-39.26000000000001,18446.290000000005
12432,9530.610000000002,8420.010000000002,4765.305000000001,1110.6,2.0,0.0,4143.0,0.0,0.0,9530.610000000002
12433,10959.38,5537.700000000003,5479.690000000001,5421.68,2.0,7.0,9948.0,0.0,0.0,10959.38
12437,6218.980000000001,1246.68,627.373,0.0,10.0,18.625,4217.0,-5.0,-54.75,6273.730000000001
12438,2274.88,2274.88,2274.88,2274.88,1.0,365.0,1784.0,0.0,0.0,2274.88
12441,155.55,155.55,155.55,155.55,1.0,365.0,120.0,0.0,0.0,155.55
12444,6655.780000000002,5086.940000000001,3327.890000000001,1568.8399999999995,2.0,49.0,1824.0,0.0,0.0,6655.780000000002
12447,431.49,431.49,431.49,431.49,1.0,365.0,187.0,0.0,0.0,431.49
12449,4525.24,2523.95,2262.62,2001.29,2.0,57.0,1898.0,0.0,0.0,4525.24
12450,197.88,101.88,98.94,96.0,2.0,17.0,128.0,0.0,0.0,197.88
12451,16495.89,8794.199999999999,5532.63,0.0,3.0,106.0,13206.0,-120.0,-102.0,16597.89
12453,707.0899999999998,707.0899999999998,707.0899999999998,707.0899999999998,1.0,365.0,473.0,0.0,0.0,707.0899999999998
12456,5864.690000000001,3247.429999999999,1963.946666666667,0.0,3.0,123.0,3411.0,-17.0,-27.15,5891.84
12458,1065.1799999999996,1065.1799999999996,1065.1799999999996,1065.1799999999996,1.0,365.0,854.0,0.0,0.0,1065.1799999999996
12461,626.8800000000001,626.8800000000001,626.8800000000001,626.8800000000001,1.0,365.0,282.0,0.0,0.0,626.8800000000001
12462,1793.34,1814.14,907.07,0.0,2.0,365.0,862.0,-4.0,-20.8,1814.14
12463,2716.26,1000.76,680.415,0.0,4.0,32.5,1722.0,-4.0,-5.4,2721.66
12464,2246.7,689.1,374.45,91.8,6.0,40.2,255.0,0.0,0.0,2246.7
12465,1076.5,1076.5,1076.5,1076.5,1.0,365.0,772.0,0.0,0.0,1076.5
12468,652.04,472.95,219.18,0.0,3.0,128.0,362.0,-2.0,-5.5,657.54
12471,30156.99,7612.829999999999,1028.4356666666667,0.0,30.0,15.8125,13910.0,-146.0,-696.0799999999998,30853.07
12472,13001.81,4341.999999999999,1477.8644444444446,0.0,9.0,57.25,9054.0,-113.0,-298.97,13300.78
12473,3117.4,1966.36,1052.62,0.0,3.0,77.0,2801.0,-71.0,-40.46,3157.86
12474,10720.14,2152.97,571.0978947368421,0.0,19.0,16.818181818181817,7632.0,-39.0,-130.72,10850.86
12476,8137.78,3619.52,689.04,0.0,12.0,43.6,3516.0,-23.0,-130.70000000000002,8268.48
12477,12779.81,6573.000000000001,3197.34,0.0,4.0,62.0,3742.0,-5.0,-9.55,12789.36
12480,5625.47,2238.0000000000005,1875.156666666667,1369.14,3.0,96.0,3147.0,0.0,0.0,5625.47
12481,11659.27,2951.03,1296.0811111111109,0.0,9.0,26.285714285714285,7248.0,-14.0,-5.46,11664.73
12484,9731.1,4033.179999999999,2441.9,0.0,4.0,116.0,5875.0,-5.0,-36.5,9767.6
12489,298.93,298.93,298.93,298.93,1.0,365.0,103.0,0.0,0.0,298.93
12490,5177.47,2270.36,1294.3675,739.1999999999998,4.0,63.33333333333334,3292.0,0.0,0.0,5177.47
12492,405.75,405.75,405.75,405.75,1.0,365.0,212.0,0.0,0.0,405.75
12493,362.79,196.5,126.58,0.0,3.0,31.0,204.0,-1.0,-16.95,379.74
12494,2436.6600000000008,1197.41,248.56099999999998,0.0,10.0,50.25,1097.0,-12.0,-48.95,2485.61
12500,5034.1,1333.5,839.0166666666668,410.04,6.0,45.2,3732.0,0.0,0.0,5034.1
12501,1945.6799999999994,2025.3899999999994,1012.6949999999997,0.0,2.0,365.0,1775.0,-61.0,-79.71000000000002,2025.3899999999994
12502,6110.31,1954.01,1527.5775,1017.6,4.0,60.33333333333334,1607.0,0.0,0.0,6110.31
12506,73.50000000000003,73.50000000000003,73.50000000000003,73.50000000000003,1.0,365.0,23.0,0.0,0.0,73.50000000000003
12507,1006.06,643.9,263.2025,0.0,4.0,82.0,896.0,-11.0,-46.75,1052.81
12509,158.5,158.5,158.5,158.5,1.0,365.0,54.0,0.0,0.0,158.5
12510,814.57,597.0500000000002,407.285,217.52,2.0,182.0,347.0,0.0,0.0,814.57
12513,1696.8300000000004,1696.8300000000004,1696.8300000000004,1696.8300000000004,1.0,365.0,1294.0,0.0,0.0,1696.8300000000004
12514,1017.6800000000003,1017.6800000000003,1017.6800000000003,1017.6800000000003,1.0,365.0,440.0,0.0,0.0,1017.6800000000003
12515,278.7,278.7,278.7,278.7,1.0,365.0,128.0,0.0,0.0,278.7
12516,1408.6999999999996,1408.6999999999996,1408.6999999999996,1408.6999999999996,1.0,365.0,920.0,0.0,0.0,1408.6999999999996
12517,4384.35,2279.880000000001,2192.175,2104.4699999999993,2.0,63.0,2584.0,0.0,0.0,4384.35
12518,844.2799999999999,844.2799999999999,844.2799999999999,844.2799999999999,1.0,365.0,516.0,0.0,0.0,844.2799999999999
12520,5146.1799999999985,2481.41,1039.5859999999998,0.0,5.0,43.33333333333334,3149.0,-9.0,-51.75,5197.9299999999985
12521,545.6800000000002,545.6800000000002,545.6800000000002,545.6800000000002,1.0,365.0,306.0,0.0,0.0,545.6800000000002
12523,2798.58,579.0,399.7971428571428,301.5,7.0,36.833333333333336,1490.0,0.0,0.0,2798.58
12524,8023.530000000002,2939.7700000000004,1337.255,902.3,6.0,33.8,6900.0,0.0,0.0,8023.530000000002
12527,709.9200000000002,390.72,354.9600000000001,319.2,2.0,30.0,624.0,0.0,0.0,709.9200000000002
12528,3564.7200000000007,1344.51,595.9866666666667,0.0,6.0,66.0,1529.0,-6.0,-11.2,3575.92
12530,2843.91,1130.8000000000004,720.64,0.0,4.0,106.0,1566.0,-13.0,-38.65000000000001,2882.56
12534,981.18,981.18,981.18,981.18,1.0,365.0,645.0,0.0,0.0,981.18
12535,1050.65,1050.65,1050.65,1050.65,1.0,365.0,331.0,0.0,0.0,1050.65
12539,13773.72,5551.549999999998,4591.24,3059.47,3.0,35.5,4910.0,0.0,0.0,13773.72
12540,21350.5,4073.63,1946.9272727272726,0.0,11.0,27.66666666666667,11932.0,-6.0,-65.69999999999999,21416.2
12541,1526.09,996.45,763.045,529.64,2.0,107.0,1309.0,0.0,0.0,1526.09
12545,1558.6,1558.6,1558.6,1558.6,1.0,365.0,1028.0,0.0,0.0,1558.6
12547,151.8,131.4,75.9,20.4,2.0,82.0,132.0,0.0,0.0,151.8
12548,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,1.0,365.0,48.0,0.0,0.0,67.19999999999999
12551,168.0,168.0,168.0,168.0,1.0,365.0,100.0,0.0,0.0,168.0
12553,6171.96,1627.4699999999993,620.826,0.0,10.0,36.16666666666666,3736.0,-39.0,-36.3,6208.26
12556,918.28,918.28,918.28,918.28,1.0,365.0,519.0,0.0,0.0,918.28
12557,28230.640000000007,12692.160000000002,7057.660000000002,1517.0,4.0,70.33333333333333,10328.0,0.0,0.0,28230.640000000007
12559,500.20999999999987,450.11,175.23666666666665,0.0,3.0,8.0,281.0,-2.0,-25.5,525.7099999999998
12560,4025.619999999999,4025.619999999999,4025.619999999999,4025.619999999999,1.0,365.0,2405.0,0.0,0.0,4025.619999999999
12561,238.85,238.85,238.85,238.85,1.0,365.0,177.0,0.0,0.0,238.85
12562,4511.7,2081.5,1503.9,1210.2299999999998,3.0,35.5,2436.0,0.0,0.0,4511.7
12564,402.90000000000015,402.90000000000015,402.90000000000015,402.90000000000015,1.0,365.0,130.0,0.0,0.0,402.90000000000015
12567,18425.87,4241.489999999999,2079.1344444444444,0.0,9.0,37.0,9217.0,-216.0,-286.34,18712.21
12569,4317.37,841.4399999999998,333.9284615384616,0.0,13.0,12.636363636363635,2479.0,-6.0,-23.700000000000006,4341.07
12571,665.25,665.25,665.25,665.25,1.0,365.0,507.0,0.0,0.0,665.25
12573,160.54,160.54,160.54,160.54,1.0,365.0,84.0,0.0,0.0,160.54
12574,182.45,182.45,182.45,182.45,1.0,365.0,59.0,0.0,0.0,182.45
12577,664.7500000000001,664.7500000000001,664.7500000000001,664.7500000000001,1.0,365.0,441.0,0.0,0.0,664.7500000000001
12578,4294.010000000001,4335.160000000002,1445.0533333333335,0.0,3.0,365.0,2227.0,-25.0,-41.15,4335.160000000002
12580,379.7,379.7,379.7,379.7,1.0,365.0,236.0,0.0,0.0,379.7
12582,351.36,186.2,175.68,165.15999999999997,2.0,49.0,296.0,0.0,0.0,351.36
12583,11120.809999999998,2280.06,1235.6455555555553,564.0,9.0,33.0,9453.0,0.0,0.0,11120.809999999998
12584,1977.9300000000005,1102.94,259.02875000000006,0.0,8.0,50.33333333333334,423.0,-12.0,-94.3,2072.2300000000005
12585,1766.81,1154.85,456.025,0.0,4.0,117.0,1267.0,-21.0,-57.290000000000006,1824.1
12586,-17.0,0.0,0.0,0.0,1.0,365.0,0.0,-2.0,-17.0,0.0
12589,269.05,269.05,269.05,269.05,1.0,365.0,203.0,0.0,0.0,269.05
12590,9338.380000000003,9341.260000000004,4670.630000000002,0.0,2.0,365.0,4282.0,-4.0,-2.88,9341.260000000004
12591,368.8499999999999,368.8499999999999,368.8499999999999,368.8499999999999,1.0,365.0,225.0,0.0,0.0,368.8499999999999
12592,708.4,708.4,708.4,708.4,1.0,365.0,552.0,0.0,0.0,708.4
12593,382.1,200.00000000000003,127.36666666666667,85.8,3.0,55.0,204.0,0.0,0.0,382.1
12594,6888.58,1978.98,984.0828571428572,85.92,7.0,33.166666666666664,3942.0,0.0,0.0,6888.58
12596,643.82,643.82,643.82,643.82,1.0,365.0,507.0,0.0,0.0,643.82
12597,3495.9400000000005,2017.3400000000006,1747.9700000000007,1478.6,2.0,85.0,2068.0,0.0,0.0,3495.9400000000005
12598,4370.84,2060.28,1097.81,0.0,4.0,61.0,2800.0,-24.0,-20.4,4391.24
12599,2149.8,514.7,358.3,232.2,6.0,35.0,2196.0,0.0,0.0,2149.8
12600,4632.08,1467.39,579.01,117.0,8.0,36.57142857142857,1444.0,0.0,0.0,4632.08
12601,479.56000000000006,126.26,81.17666666666669,0.0,6.0,35.25,240.0,-1.0,-7.5,487.06000000000006
12604,538.8,538.8,538.8,538.8,1.0,365.0,454.0,0.0,0.0,538.8
12605,-7.5,0.0,0.0,0.0,1.0,365.0,0.0,-4.0,-7.5,0.0
12609,1984.9500000000005,1339.62,992.475,645.33,2.0,132.0,1415.0,0.0,0.0,1984.9500000000005
12610,3231.2000000000007,2422.0000000000005,1080.9166666666667,0.0,3.0,19.0,1787.0,-13.0,-11.55,3242.7500000000005
12613,3857.44,2022.14,1285.8133333333333,419.67000000000013,3.0,32.0,2164.0,0.0,0.0,3857.44
12614,315.6,315.6,315.6,315.6,1.0,365.0,76.0,0.0,0.0,315.6
12615,1653.56,1653.56,1653.56,1653.56,1.0,365.0,1216.0,0.0,0.0,1653.56
12616,744.1999999999998,770.4,256.8,0.0,3.0,365.0,336.0,-8.0,-26.2,770.4
12619,4805.79,1824.9600000000007,1201.4475,593.93,4.0,45.33333333333334,5317.0,0.0,0.0,4805.79
12620,1517.91,1517.91,1517.91,1517.91,1.0,365.0,1153.0,0.0,0.0,1517.91
12621,25073.67,3465.3,1568.46375,0.0,16.0,19.23076923076923,15273.0,-19.0,-21.75,25095.42
12622,162.09999999999997,162.09999999999997,162.09999999999997,162.09999999999997,1.0,365.0,68.0,0.0,0.0,162.09999999999997
12623,269.1,269.1,269.1,269.1,1.0,365.0,189.0,0.0,0.0,269.1
12624,569.13,305.19,284.565,263.94,2.0,71.0,351.0,0.0,0.0,569.13
12625,2362.32,1590.62,804.6066666666666,0.0,3.0,107.0,1597.0,-34.0,-51.5,2413.82
12626,12387.03,2895.080000000001,1261.9160000000002,0.0,10.0,42.2,7036.0,-103.0,-232.13,12619.16
12627,4899.62,2225.01,1633.206666666667,1179.23,3.0,15.0,2923.0,0.0,0.0,4899.62
12633,5451.18,3008.0600000000004,1368.6325000000004,0.0,4.0,78.5,2834.0,-13.0,-23.35,5474.530000000002
12635,1860.49,1860.49,1860.49,1860.49,1.0,365.0,1319.0,0.0,0.0,1860.49
12637,8449.63,2646.9699999999993,1209.182857142857,0.0,7.0,33.2,4265.0,-9.0,-14.65,8464.279999999999
12642,812.7599999999999,812.7599999999999,812.7599999999999,812.7599999999999,1.0,365.0,626.0,0.0,0.0,812.7599999999999
12643,3041.640000000001,1067.22,506.94000000000005,162.48,6.0,40.4,1788.0,0.0,0.0,3041.640000000001
12644,477.91000000000014,477.91000000000014,477.91000000000014,477.91000000000014,1.0,365.0,325.0,0.0,0.0,477.91000000000014
12645,4224.52,1763.42,1408.1733333333334,1025.9999999999998,3.0,103.0,2582.0,0.0,0.0,4224.52
12647,6881.9000000000015,1344.9,693.48,0.0,10.0,29.75,2910.0,-12.0,-52.90000000000001,6934.8
12648,300.05,300.05,300.05,300.05,1.0,365.0,159.0,0.0,0.0,300.05
12649,549.71,339.0,142.3775,0.0,4.0,52.5,583.0,-12.0,-19.8,569.51
12651,114.00000000000004,114.00000000000004,114.00000000000004,114.00000000000004,1.0,365.0,78.0,0.0,0.0,114.00000000000004
12652,788.5299999999997,793.9799999999997,396.98999999999984,0.0,2.0,365.0,498.0,-3.0,-5.45,793.9799999999997
12654,990.85,460.69999999999993,330.28333333333336,155.6,3.0,48.5,463.0,0.0,0.0,990.85
12656,6982.259999999998,3064.06,1408.4419999999998,0.0,5.0,58.5,3527.0,-13.0,-59.95,7042.209999999999
12662,7402.300000000001,1328.35,929.375,0.0,8.0,43.83333333333334,4241.0,-18.0,-32.7,7435.000000000001
12664,4137.88,2037.3,1379.293333333333,896.58,3.0,89.0,1156.0,0.0,0.0,4137.88
12665,43.75,45.0,22.5,0.0,2.0,365.0,36.0,-1.0,-1.25,45.0
12668,7303.16,3574.4,1834.49,0.0,4.0,48.0,4140.0,-24.0,-34.8,7337.96
12669,1427.7300000000002,1028.3000000000004,713.8650000000001,399.43,2.0,105.0,1104.0,0.0,0.0,1427.7300000000002
12670,2726.07,1577.7500000000002,1363.035,1148.32,2.0,32.0,1491.0,0.0,0.0,2726.07
12672,225.9,225.9,225.9,225.9,1.0,365.0,78.0,0.0,0.0,225.9
12673,220.9,220.9,220.9,220.9,1.0,365.0,171.0,0.0,0.0,220.9
12674,2850.48,1866.48,960.16,0.0,3.0,37.0,1578.0,-24.0,-30.0,2880.48
12678,17098.38,9395.22,2856.4300000000007,0.0,6.0,50.25,12149.0,-24.0,-40.2,17138.58
12679,2282.71,2167.32,773.32,0.0,3.0,77.0,1097.0,-15.0,-37.25,2319.96
12680,858.0799999999998,858.0799999999998,858.0799999999998,858.0799999999998,1.0,365.0,738.0,0.0,0.0,858.0799999999998
12681,25152.540000000005,3035.1,1399.724444444445,0.0,18.0,14.928571428571427,15201.0,-10.0,-42.5,25195.040000000005
12682,21257.710000000006,2200.53,1118.8268421052637,189.9,19.0,14.222222222222221,9893.0,0.0,0.0,21257.710000000006
12683,16193.5,2710.59,1161.8035714285713,0.0,14.0,25.7,10649.0,-7.0,-71.75,16265.25
12684,3754.8,1400.24,1251.6,991.24,3.0,21.0,3864.0,0.0,0.0,3754.8
12686,71.14,71.14,71.14,71.14,1.0,365.0,106.0,0.0,0.0,71.14
12689,1455.62,1455.62,1455.62,1455.62,1.0,365.0,950.0,0.0,0.0,1455.62
12690,335.00999999999993,335.00999999999993,335.00999999999993,335.00999999999993,1.0,365.0,103.0,0.0,0.0,335.00999999999993
12691,1080.6,426.9,360.2000000000001,288.6,3.0,105.5,476.0,0.0,0.0,1080.6
12693,686.9599999999998,203.85,118.65166666666666,0.0,6.0,63.66666666666666,247.0,-5.0,-24.95,711.91
12694,1097.22,1097.22,1097.22,1097.22,1.0,365.0,978.0,0.0,0.0,1097.22
12695,917.1,645.45,458.55000000000007,271.65000000000003,2.0,102.0,554.0,0.0,0.0,917.1
12700,5898.22,2950.3,2949.11,2947.92,2.0,58.0,4040.0,0.0,0.0,5898.22
12701,950.49,950.49,950.49,950.49,1.0,365.0,711.0,0.0,0.0,950.49
12704,2890.55,1041.42,963.5166666666668,899.4000000000002,3.0,31.0,1459.0,0.0,0.0,2890.55
12705,12017.69,4387.6,1723.2914285714285,0.0,7.0,66.0,7878.0,-20.0,-45.35,12063.04
12707,603.42,603.42,603.42,603.42,1.0,365.0,256.0,0.0,0.0,603.42
12708,5289.499999999999,1054.3,488.58090909090896,0.0,11.0,44.0,2884.0,-31.0,-84.89,5374.3899999999985
12709,17071.06,3605.78,1090.303125,0.0,16.0,25.222222222222218,7381.0,-65.0,-373.79,17444.850000000002
12710,2132.55,1900.8,717.0,0.0,3.0,39.0,1327.0,-2.0,-18.45,2151.0
12712,11756.84,2564.4,847.7385714285713,0.0,14.0,25.9,3126.0,-16.0,-111.5,11868.34
12714,9012.539999999997,3065.389999999999,2253.1349999999993,1116.24,4.0,62.0,6436.0,0.0,0.0,9012.539999999997
12716,623.8999999999995,623.8999999999995,623.8999999999995,623.8999999999995,1.0,365.0,500.0,0.0,0.0,623.8999999999995
12720,8846.349999999999,1163.1699999999996,553.26875,0.0,16.0,17.071428571428573,8414.0,-7.0,-5.95,8852.3
12721,3992.04,1242.53,803.8380000000002,0.0,5.0,56.66666666666666,3202.0,-5.0,-27.15,4019.1900000000014
12722,2676.2700000000004,1729.2600000000002,553.9140000000001,0.0,5.0,17.0,1613.0,-6.0,-93.3,2769.570000000001
12724,649.8599999999999,377.4,324.92999999999995,272.46,2.0,158.0,446.0,0.0,0.0,649.8599999999999
12725,371.8,371.8,371.8,371.8,1.0,365.0,162.0,0.0,0.0,371.8
12726,4535.28,1311.48,907.056,431.16,5.0,42.5,6278.0,0.0,0.0,4535.28
12727,7514.98,2486.38,1254.9966666666667,0.0,6.0,33.0,4630.0,-12.0,-15.0,7529.98
12728,1579.09,575.01,526.3633333333332,501.5,3.0,37.0,787.0,0.0,0.0,1579.09
12729,417.01000000000016,417.01000000000016,417.01000000000016,417.01000000000016,1.0,365.0,231.0,0.0,0.0,417.01000000000016
12731,32808.899999999994,8298.16,3653.7666666666664,0.0,9.0,31.142857142857146,16478.0,-60.0,-75.0,32883.899999999994
12732,218.26000000000008,218.26000000000008,218.26000000000008,218.26000000000008,1.0,365.0,110.0,0.0,0.0,218.26000000000008
12734,110.4,110.4,110.4,110.4,1.0,365.0,88.0,0.0,0.0,110.4
12735,689.5699999999997,405.79999999999984,344.78499999999985,283.76999999999987,2.0,21.0,363.0,0.0,0.0,689.5699999999997
12736,144.0,144.0,144.0,144.0,1.0,365.0,168.0,0.0,0.0,144.0
12738,137.35,137.35,137.35,137.35,1.0,365.0,147.0,0.0,0.0,137.35
12747,7560.669999999999,1685.46,945.08375,703.92,8.0,36.857142857142854,2411.0,0.0,0.0,7560.669999999999
12748,39215.84,2557.649999999999,296.1389552238806,0.0,134.0,1.809523809523809,26210.0,-429.0,-466.78,39682.62
12749,8185.84,5726.27,1401.42,0.0,6.0,41.0,3212.0,-49.0,-222.68,8408.52
12757,5164.8600000000015,2700.75,1294.965,0.0,4.0,33.5,2827.0,-12.0,-15.0,5179.8600000000015
12758,2791.59,1570.1900000000005,1395.795,1221.4,2.0,159.0,2135.0,0.0,0.0,2791.59
12766,14155.940000000002,3683.6000000000013,2831.188000000001,1792.73,5.0,54.0,7671.0,0.0,0.0,14155.940000000002
12782,1657.07,571.93,342.934,0.0,5.0,68.66666666666667,945.0,-16.0,-57.6,1714.6699999999996
12785,255.95,255.95,255.95,255.95,1.0,365.0,129.0,0.0,0.0,255.95
12792,344.54,344.54,344.54,344.54,1.0,365.0,215.0,0.0,0.0,344.54
12793,461.48,357.68,230.74,103.8,2.0,36.0,292.0,0.0,0.0,461.48
12797,166.18,226.03,75.34333333333333,0.0,3.0,365.0,117.0,-39.0,-59.85,226.03
12808,799.05,490.05,399.525,309.0,2.0,184.0,329.0,0.0,0.0,799.05
12809,400.36,405.31,202.655,0.0,2.0,365.0,217.0,-1.0,-4.95,405.31
12811,458.85,246.6,229.425,212.25,2.0,22.0,227.0,0.0,0.0,458.85
12817,126.04,126.04,126.04,126.04,1.0,365.0,52.0,0.0,0.0,126.04
12818,1157.88,1182.08,591.04,0.0,2.0,365.0,920.0,-6.0,-24.2,1182.08
12820,439.02,439.02,439.02,439.02,1.0,365.0,426.0,0.0,0.0,439.02
12821,92.72,92.72,92.72,92.72,1.0,365.0,70.0,0.0,0.0,92.72
12823,3901.5,1377.0,975.375,688.5,4.0,56.0,510.0,0.0,0.0,3901.5
12826,2595.27,1006.05,520.374,0.0,5.0,61.33333333333334,2311.0,-4.0,-6.6,2601.87
12828,1190.55,839.8,595.275,350.74999999999994,2.0,17.0,507.0,0.0,0.0,1190.55
12829,253.05,207.25,97.66666666666669,0.0,3.0,23.0,376.0,-1.0,-39.95,293.0
12830,14976.88,5528.0,3744.22,1175.04,4.0,12.0,19252.0,0.0,0.0,14976.88
12831,215.05,215.05,215.05,215.05,1.0,365.0,135.0,0.0,0.0,215.05
12833,417.38,417.38,417.38,417.38,1.0,365.0,156.0,0.0,0.0,417.38
12834,312.38,312.38,312.38,312.38,1.0,365.0,110.0,0.0,0.0,312.38
12836,6957.369999999999,2824.4999999999995,1739.3424999999993,246.45,4.0,58.0,2875.0,0.0,0.0,6957.369999999999
12837,134.1,134.1,134.1,134.1,1.0,365.0,24.0,0.0,0.0,134.1
12838,1086.14,1086.14,1086.14,1086.14,1.0,365.0,664.0,0.0,0.0,1086.14
12839,7883.44,1185.6,876.3044444444445,0.0,9.0,35.857142857142854,5244.0,-2.0,-3.3,7886.740000000002
12840,2714.27,854.0699999999997,454.4616666666666,0.0,6.0,27.0,1511.0,-6.0,-12.5,2726.77
12841,7953.53,897.1000000000001,467.8547058823529,173.45,17.0,16.0625,5212.0,0.0,0.0,7953.53
12842,814.4400000000003,814.4400000000003,814.4400000000003,814.4400000000003,1.0,365.0,462.0,0.0,0.0,814.4400000000003
12843,5045.999999999999,1327.85,633.4374999999999,0.0,8.0,16.833333333333332,2421.0,-28.0,-21.500000000000004,5067.499999999999
12844,447.63999999999993,447.63999999999993,447.63999999999993,447.63999999999993,1.0,365.0,190.0,0.0,0.0,447.63999999999993
12845,354.09,208.8,88.5225,6.699999999999998,4.0,7.333333333333332,204.0,0.0,0.0,354.09
12849,2337.23,2337.23,2337.23,2337.23,1.0,365.0,1843.0,0.0,0.0,2337.23
12852,299.74999999999994,311.5499999999999,155.77499999999995,0.0,2.0,365.0,149.0,-4.0,-11.8,311.5499999999999
12853,1881.7,897.8000000000002,217.4555555555556,0.0,9.0,36.0,800.0,-18.0,-75.4,1957.1
12854,2180.03,1190.3000000000004,553.845,0.0,4.0,77.0,1122.0,-5.0,-35.34999999999999,2215.38
12855,38.1,38.1,38.1,38.1,1.0,365.0,30.0,0.0,0.0,38.1
12857,1106.4,801.6,553.2,304.8,2.0,91.0,343.0,0.0,0.0,1106.4
12863,-17.0,0.0,0.0,0.0,1.0,365.0,0.0,-2.0,-17.0,0.0
12864,147.12,147.12,147.12,147.12,1.0,365.0,216.0,0.0,0.0,147.12
12865,3052.620000000001,3072.78,1536.39,0.0,2.0,365.0,1678.0,-48.0,-20.16,3072.78
12866,499.12,499.12,499.12,499.12,1.0,365.0,167.0,0.0,0.0,499.12
12867,6973.6399999999985,1720.19,1163.6483333333333,0.0,6.0,48.0,7892.0,-5.0,-8.25,6981.8899999999985
12868,1607.06,437.52,267.8433333333333,182.45,6.0,37.0,928.0,0.0,0.0,1607.06
